Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
24.52,53.25,1136,480,12855,19443,938.911,2,2.08,13.77,2.147,0.048,14335,1
24.51,53.27,1120,480,12858,19447,938.927,1.96,2.03,13.48,2.102,0.047,14336,1
24.49,53.32,1164,486,12851,19441,938.929,1.96,2.03,13.47,2.101,0.047,14337,1
24.49,53.35,1120,479,12854,19448,938.921,1.99,2.07,13.7,2.136,0.048,14338,1
24.47,53.4,1159,492,12851,19442,938.926,2.02,2.1,13.91,2.168,0.049,14339,1
24.48,53.4,1168,486,12852,19437,938.926,2.05,2.13,14.14,2.205,0.05,14340,1
25.68,53.46,1109,458,12867,19456,938.928,2.14,2.22,14.73,2.296,0.052,14341,1
26.06,52.72,1082,456,12869,19456,938.93,2.2,2.29,15.14,2.361,0.053,14342,1
26.3,51.73,1107,461,12869,19448,938.926,2.29,2.38,15.74,2.455,0.055,14343,1
26.35,50.9,1094,470,12866,19458,938.929,2.3,2.39,15.85,2.472,0.056,14344,1
26.44,50.25,1143,458,12858,19449,938.927,2.31,2.4,15.91,2.481,0.056,14345,1
26.53,49.7,1111,459,12861,19452,938.928,2.31,2.4,15.92,2.483,0.056,14346,1
26.6,49.24,1140,479,12856,19448,938.933,2.3,2.39,15.84,2.47,0.056,14347,1
26.65,48.89,1120,471,12860,19449,938.928,2.31,2.4,15.9,2.479,0.056,14348,1
26.69,48.59,1164,473,12858,19452,938.921,2.29,2.38,15.79,2.462,0.056,14349,1
26.74,48.39,1174,478,12856,19437,938.919,2.29,2.38,15.74,2.454,0.055,14350,1
26.8,48.19,1153,471,12861,19442,938.917,2.3,2.38,15.8,2.464,0.056,14351,1
26.83,48.06,1143,470,12861,19450,938.917,2.32,2.41,15.99,2.493,0.056,14352,1
26.85,47.9,1157,470,12860,19447,938.906,2.33,2.42,16.01,2.497,0.056,14353,1
26.91,47.8,1141,467,12854,19446,938.916,2.31,2.4,15.89,2.478,0.056,14354,1
26.92,47.68,1149,474,12853,19442,938.917,2.25,2.34,15.5,2.418,0.055,14355,1
26.92,47.59,1161,474,12857,19442,938.92,2.22,2.3,15.26,2.379,0.054,14356,1
26.96,47.51,1109,480,12860,19442,938.912,2.16,2.24,14.85,2.316,0.052,14357,1
26.98,47.4,1168,470,12857,19442,938.904,2.11,2.19,14.53,2.267,0.051,14358,1
27.01,47.38,1130,461,12860,19447,938.906,2.08,2.16,14.29,2.228,0.05,14359,1
27.02,47.32,1126,474,12862,19448,938.914,2,2.08,13.77,2.147,0.048,14360,1
27.05,47.23,1140,479,12854,19439,938.907,1.98,2.05,13.6,2.121,0.048,14361,1
27.08,47.23,1141,479,12860,19452,938.915,1.91,1.99,13.16,2.052,0.046,14362,1
27.06,47.2,1164,483,12859,19435,938.912,1.88,1.96,12.96,2.021,0.046,14363,1
27.08,47.1,1163,476,12859,19444,938.912,1.86,1.94,12.82,1.999,0.045,14364,1
27.09,47.07,1161,486,12855,19444,938.909,1.86,1.93,12.81,1.997,0.045,14365,1
27.11,47.07,1140,470,12860,19444,938.904,1.84,1.91,12.68,1.977,0.045,14366,1
27.14,46.99,1174,483,12855,19441,938.91,1.83,1.9,12.57,1.96,0.044,14367,1
27.16,46.96,1122,481,12856,19439,938.915,1.79,1.86,12.3,1.918,0.043,14368,1
27.18,46.92,1141,478,12851,19437,938.917,1.76,1.83,12.14,1.894,0.043,14369,1
27.18,46.92,1124,478,12858,19445,938.918,1.71,1.78,11.77,1.835,0.041,14370,1
26.06,46.89,1184,488,12852,19430,938.915,1.7,1.77,11.71,1.827,0.041,14371,1
25.61,47.61,1205,498,12839,19415,938.912,1.69,1.76,11.64,1.815,0.041,14372,1
25.43,48.48,1235,500,12846,19421,938.907,1.67,1.74,11.51,1.795,0.041,14373,1
25.3,49.24,1226,501,12848,19426,938.912,1.61,1.68,11.11,1.732,0.039,14374,1
25.2,49.9,1195,497,12850,19428,938.911,1.59,1.65,10.95,1.707,0.039,14375,1
25.12,50.41,1141,473,12854,19440,938.912,1.56,1.62,10.76,1.677,0.038,14376,1
25.05,50.84,1151,478,12853,19440,938.91,1.53,1.59,10.55,1.645,0.037,14377,1
24.99,51.22,1143,480,12859,19449,938.913,1.54,1.6,10.63,1.657,0.037,14378,1
24.96,51.49,1138,479,12860,19438,938.92,1.53,1.59,10.53,1.642,0.037,14379,1
24.89,51.75,1109,481,12859,19445,938.906,1.51,1.57,10.4,1.621,0.037,14380,1
24.85,51.98,1143,501,12853,19443,938.906,1.47,1.52,10.1,1.575,0.036,14381,1
24.82,52.14,1141,482,12861,19448,938.902,1.46,1.52,10.05,1.567,0.035,14382,1
24.79,52.3,1107,470,12861,19448,938.906,1.48,1.53,10.16,1.585,0.036,14383,1
24.76,52.42,1132,483,12853,19442,938.906,1.49,1.55,10.25,1.599,0.036,14384,1
24.72,52.53,1168,482,12855,19440,938.906,1.56,1.62,10.72,1.672,0.038,14385,1
24.71,52.62,1140,480,12857,19445,938.904,1.6,1.66,11,1.716,0.039,14386,1
24.68,52.74,1118,474,12856,19445,938.905,1.63,1.69,11.2,1.746,0.039,14387,1
24.66,52.81,1107,462,12861,19453,938.902,1.64,1.7,11.26,1.756,0.04,14388,1
24.65,52.87,1126,469,12858,19450,938.897,1.67,1.74,11.5,1.794,0.041,14389,1
24.62,52.93,1122,472,12856,19453,938.906,1.67,1.74,11.52,1.797,0.041,14390,1
24.59,53.02,1124,473,12862,19454,938.907,1.7,1.76,11.69,1.823,0.041,14391,1
24.58,53.05,1094,457,12865,19454,938.9,1.73,1.79,11.89,1.853,0.042,14392,1
24.59,53.13,1101,463,12861,19454,938.906,1.75,1.82,12.03,1.876,0.042,14393,1
24.54,53.21,1107,472,12859,19455,938.902,1.8,1.87,12.41,1.935,0.044,14394,1
24.54,53.26,1138,474,12852,19446,938.909,1.82,1.89,12.54,1.956,0.044,14395,1
24.52,53.27,1145,467,12860,19453,938.908,1.88,1.96,12.95,2.02,0.046,14396,1
24.49,53.32,1107,473,12855,19444,938.904,1.9,1.98,13.11,2.045,0.046,14397,1
24.49,53.33,1097,460,12863,19454,938.919,1.94,2.02,13.36,2.084,0.047,14398,1
24.47,53.44,1130,477,12855,19446,938.923,1.96,2.03,13.46,2.098,0.047,14399,1
24.47,53.48,1099,467,12857,19443,938.925,1.98,2.05,13.6,2.121,0.048,14400,1
25.67,53.53,1055,443,12872,19474,938.921,1.97,2.05,13.55,2.113,0.048,14401,1
26.05,52.76,1044,450,12875,19470,938.931,1.96,2.04,13.51,2.107,0.048,14402,1
26.22,51.79,1030,446,12877,19472,938.927,1.94,2.02,13.38,2.086,0.047,14403,1
26.33,50.98,1067,449,12872,19470,938.928,1.99,2.06,13.66,2.131,0.048,14404,1
26.43,50.33,1073,467,12866,19458,938.931,2,2.08,13.76,2.145,0.048,14405,1
26.5,49.77,1084,456,12868,19462,938.928,2.03,2.11,13.95,2.175,0.049,14406,1
26.56,49.33,1078,464,12865,19457,938.937,2.03,2.11,13.98,2.18,0.049,14407,1
26.63,49.02,1097,467,12860,19446,938.937,2.05,2.13,14.11,2.2,0.05,14408,1
26.67,48.74,1141,460,12863,19453,938.922,2.08,2.16,14.3,2.23,0.05,14409,1
26.71,48.48,1097,463,12867,19454,938.929,2.09,2.17,14.38,2.242,0.051,14410,1
26.77,48.31,1120,481,12863,19448,938.927,2.07,2.15,14.24,2.221,0.05,14411,1
26.8,48.13,1074,461,12864,19457,938.935,2.04,2.12,14.04,2.19,0.049,14412,1
26.84,47.99,1117,472,12863,19456,938.929,1.97,2.05,13.55,2.113,0.048,14413,1
26.88,47.9,1113,461,12861,19447,938.917,1.93,2,13.27,2.07,0.047,14414,1
26.88,47.77,1128,461,12858,19446,938.909,1.82,1.89,12.55,1.956,0.044,14415,1
26.9,47.64,1111,462,12858,19451,938.909,1.78,1.85,12.22,1.906,0.043,14416,1
26.94,47.59,1107,474,12861,19454,938.913,1.73,1.8,11.89,1.854,0.042,14417,1
26.95,47.48,1145,474,12854,19440,938.911,1.71,1.78,11.79,1.839,0.042,14418,1
26.98,47.46,1164,464,12863,19447,938.898,1.68,1.74,11.55,1.801,0.041,14419,1
26.98,47.39,1147,475,12855,19449,938.9,1.67,1.73,11.47,1.789,0.04,14420,1
27.01,47.29,1141,477,12860,19439,938.898,1.63,1.7,11.23,1.751,0.04,14421,1
27.05,47.25,1109,460,12864,19453,938.909,1.63,1.7,11.23,1.751,0.04,14422,1
27.05,47.24,1128,474,12860,19439,938.93,1.63,1.69,11.2,1.746,0.039,14423,1
27.06,47.18,1120,475,12860,19450,938.93,1.62,1.69,11.17,1.742,0.039,14424,1
27.06,47.16,1101,463,12861,19456,938.928,1.6,1.66,11.01,1.716,0.039,14425,1
27.08,47.11,1120,470,12861,19447,938.921,1.59,1.65,10.94,1.706,0.039,14426,1
27.11,47.07,1118,474,12858,19443,938.92,1.61,1.67,11.06,1.724,0.039,14427,1
27.11,47.06,1092,467,12865,19454,938.927,1.62,1.68,11.16,1.74,0.039,14428,1
27.14,47.02,1090,466,12858,19451,938.932,1.65,1.72,11.39,1.776,0.04,14429,1
27.14,46.94,1134,465,12860,19442,938.927,1.71,1.78,11.79,1.838,0.042,14430,1
25.99,46.94,1182,489,12846,19433,938.921,1.74,1.81,11.96,1.865,0.042,14431,1
25.6,47.69,1195,494,12847,19431,938.923,1.79,1.85,12.29,1.916,0.043,14432,1
25.4,48.59,1172,483,12844,19430,938.914,1.8,1.87,12.36,1.927,0.044,14433,1
25.24,49.3,1187,490,12850,19433,938.91,1.8,1.87,12.4,1.934,0.044,14434,1
25.19,49.94,1174,483,12853,19433,938.913,1.82,1.89,12.54,1.955,0.044,14435,1
25.13,50.47,1182,483,12855,19435,938.919,1.85,1.92,12.71,1.982,0.045,14436,1
25.06,50.9,1134,475,12860,19441,938.92,1.86,1.93,12.81,1.998,0.045,14437,1
25,51.26,1107,472,12859,19450,938.922,1.86,1.93,12.79,1.995,0.045,14438,1
24.95,51.54,1155,479,12856,19448,938.926,1.86,1.93,12.8,1.996,0.045,14439,1
24.9,51.79,1094,473,12862,19455,938.929,1.86,1.93,12.81,1.997,0.045,14440,1
24.87,52.02,1084,476,12857,19450,938.916,1.88,1.95,12.94,2.018,0.046,14441,1
24.83,52.15,1136,477,12857,19447,938.912,1.89,1.96,13.01,2.029,0.046,14442,1
24.8,52.32,1122,474,12857,19445,938.918,1.89,1.97,13.02,2.031,0.046,14443,1
24.75,52.45,1153,486,12855,19445,938.917,1.88,1.95,12.92,2.015,0.046,14444,1
24.72,52.54,1130,486,12854,19443,938.912,1.89,1.97,13.02,2.03,0.046,14445,1
24.72,52.64,1117,467,12862,19450,938.915,1.91,1.98,13.13,2.047,0.046,14446,1
24.68,52.74,1107,466,12861,19452,938.908,1.93,2.01,13.31,2.075,0.047,14447,1
24.66,52.83,1159,480,12854,19438,938.911,1.95,2.03,13.42,2.092,0.047,14448,1
24.65,52.9,1168,485,12854,19439,938.921,1.95,2.03,13.45,2.098,0.047,14449,1
24.61,52.96,1155,482,12858,19447,938.908,1.96,2.04,13.49,2.104,0.048,14450,1
24.62,53.06,1132,477,12857,19450,938.896,1.96,2.04,13.51,2.106,0.048,14451,1
24.58,53.08,1176,485,12854,19442,938.906,1.95,2.03,13.44,2.096,0.047,14452,1
24.58,53.17,1111,470,12858,19450,938.901,1.93,2.01,13.31,2.075,0.047,14453,1
24.57,53.19,1140,477,12856,19446,938.886,1.95,2.03,13.44,2.095,0.047,14454,1
24.54,53.23,1130,470,12853,19445,938.9,1.97,2.04,13.53,2.111,0.048,14455,1
24.52,53.28,1164,488,12859,19435,938.895,1.98,2.06,13.62,2.124,0.048,14456,1
24.51,53.33,1172,484,12853,19430,938.885,1.98,2.06,13.66,2.13,0.048,14457,1
24.49,53.36,1151,474,12855,19438,938.896,1.99,2.06,13.67,2.132,0.048,14458,1
24.49,53.4,1195,483,12855,19430,938.904,2,2.08,13.78,2.149,0.049,14459,1
24.49,53.43,1159,476,12851,19439,938.904,2.03,2.11,13.97,2.178,0.049,14460,1
25.68,53.48,1073,446,12867,19461,938.906,2.08,2.16,14.29,2.228,0.05,14461,1
26.06,52.73,1096,451,12871,19456,938.911,2.12,2.2,14.57,2.272,0.051,14462,1
26.23,51.74,1090,458,12868,19453,938.914,2.15,2.23,14.77,2.303,0.052,14463,1
26.39,50.92,1099,454,12867,19456,938.903,2.16,2.25,14.88,2.32,0.052,14464,1
26.46,50.25,1138,473,12860,19441,938.905,2.2,2.28,15.12,2.358,0.053,14465,1
26.53,49.69,1122,447,12863,19450,938.913,2.28,2.37,15.7,2.448,0.055,14466,1
26.6,49.27,1128,468,12861,19440,938.912,2.32,2.41,15.94,2.486,0.056,14467,1
26.63,48.91,1176,479,12855,19445,938.908,2.36,2.45,16.26,2.536,0.057,14468,1
26.71,48.64,1128,470,12857,19438,938.893,2.36,2.46,16.27,2.537,0.057,14469,1
26.72,48.39,1132,472,12854,19439,938.896,2.32,2.41,15.97,2.49,0.056,14470,1
26.77,48.25,1141,470,12863,19445,938.887,2.3,2.39,15.85,2.472,0.056,14471,1
26.8,48.08,1155,472,12858,19442,938.908,2.26,2.35,15.58,2.429,0.055,14472,1
26.84,47.94,1170,472,12863,19445,938.91,2.25,2.34,15.47,2.413,0.054,14473,1
26.88,47.83,1170,478,12861,19439,938.908,2.21,2.3,15.23,2.374,0.054,14474,1
26.92,47.75,1172,465,12863,19442,938.916,2.22,2.31,15.29,2.384,0.054,14475,1
26.92,47.65,1143,465,12860,19446,938.909,2.22,2.31,15.29,2.384,0.054,14476,1
26.95,47.57,1130,468,12859,19443,938.916,2.21,2.29,15.19,2.369,0.054,14477,1
26.98,47.48,1182,485,12853,19437,938.909,2.19,2.28,15.1,2.354,0.053,14478,1
27.02,47.38,1178,474,12854,19439,938.905,2.18,2.27,15.04,2.345,0.053,14479,1
27.04,47.36,1140,474,12860,19441,938.911,2.12,2.2,14.58,2.274,0.051,14480,1
27.06,47.28,1117,469,12863,19442,938.911,2.09,2.17,14.38,2.242,0.051,14481,1
27.09,47.21,1176,473,12864,19445,938.904,2.06,2.14,14.2,2.215,0.05,14482,1
27.08,47.2,1166,477,12854,19437,938.904,2.06,2.14,14.21,2.215,0.05,14483,1
27.08,47.11,1178,478,12857,19433,938.914,2.06,2.14,14.17,2.21,0.05,14484,1
27.09,47.08,1143,468,12858,19431,938.919,2.06,2.14,14.19,2.212,0.05,14485,1
27.12,47.01,1180,475,12856,19438,938.922,2.06,2.14,14.19,2.212,0.05,14486,1
27.14,46.99,1187,483,12860,19437,938.933,2.06,2.14,14.18,2.211,0.05,14487,1
27.15,46.94,1184,483,12859,19440,938.929,2.08,2.16,14.32,2.232,0.05,14488,1
27.15,46.89,1174,480,12852,19438,938.917,2.14,2.22,14.74,2.298,0.052,14489,1
27.18,46.89,1168,468,12853,19441,938.913,2.16,2.24,14.84,2.315,0.052,14490,1
26,46.88,1241,504,12839,19422,938.915,2.15,2.23,14.77,2.303,0.052,14491,1
25.62,47.59,1251,506,12839,19413,938.916,2.15,2.23,14.78,2.305,0.052,14492,1
25.41,48.48,1189,495,12846,19423,938.915,2.12,2.2,14.59,2.275,0.051,14493,1
25.27,49.24,1197,486,12851,19423,938.908,2.11,2.19,14.5,2.261,0.051,14494,1
25.22,49.88,1195,488,12850,19425,938.916,2.1,2.18,14.45,2.253,0.051,14495,1
25.13,50.42,1205,486,12846,19436,938.917,2.11,2.19,14.52,2.264,0.051,14496,1
25.06,50.79,1189,492,12847,19439,938.92,2.11,2.19,14.49,2.26,0.051,14497,1
25.02,51.21,1176,473,12852,19440,938.917,2.09,2.17,14.37,2.241,0.051,14498,1
24.93,51.47,1166,467,12858,19445,938.914,2.03,2.11,13.98,2.179,0.049,14499,1
24.92,51.71,1134,481,12857,19438,938.907,2,2.08,13.78,2.149,0.049,14500,1
24.9,51.94,1170,478,12855,19438,938.913,1.98,2.06,13.64,2.127,0.048,14501,1
24.83,52.11,1147,481,12857,19439,938.911,1.97,2.05,13.57,2.116,0.048,14502,1
24.8,52.26,1126,466,12861,19445,938.919,1.96,2.04,13.52,2.108,0.048,14503,1
24.79,52.38,1124,465,12860,19448,938.925,1.93,2,13.26,2.068,0.047,14504,1
24.75,52.47,1138,477,12856,19441,938.913,1.91,1.98,13.12,2.046,0.046,14505,1
24.73,52.58,1205,486,12849,19437,938.911,1.86,1.93,12.8,1.996,0.045,14506,1
24.69,52.67,1143,470,12865,19452,938.904,1.83,1.9,12.62,1.967,0.044,14507,1
24.68,52.75,1141,468,12858,19443,938.908,1.8,1.88,12.42,1.937,0.044,14508,1
24.66,52.81,1128,463,12859,19446,938.902,1.8,1.87,12.39,1.933,0.044,14509,1
24.64,52.93,1141,474,12863,19449,938.905,1.8,1.87,12.38,1.931,0.044,14510,1
24.61,52.97,1151,478,12860,19439,938.907,1.82,1.89,12.5,1.949,0.044,14511,1
24.58,53.02,1174,480,12853,19429,938.896,1.81,1.88,12.47,1.944,0.044,14512,1
24.58,53.09,1155,488,12858,19438,938.898,1.8,1.87,12.4,1.933,0.044,14513,1
24.58,53.15,1141,471,12860,19441,938.894,1.79,1.86,12.32,1.921,0.043,14514,1
24.55,53.19,1163,468,12853,19433,938.901,1.77,1.84,12.16,1.896,0.043,14515,1
24.55,53.22,1189,479,12858,19439,938.907,1.75,1.81,12.02,1.874,0.042,14516,1
24.54,53.25,1155,463,12860,19438,938.913,1.74,1.81,11.97,1.866,0.042,14517,1
24.51,53.34,1182,477,12855,19430,938.91,1.76,1.83,12.11,1.889,0.043,14518,1
24.52,53.35,1140,470,12860,19443,938.904,1.76,1.83,12.14,1.893,0.043,14519,1
24.48,53.44,1153,467,12858,19449,938.901,1.76,1.83,12.14,1.893,0.043,14520,1
25.71,53.46,1080,445,12869,19457,938.887,1.8,1.87,12.37,1.93,0.044,14521,1
26.08,52.67,1090,451,12873,19461,938.894,1.83,1.9,12.58,1.961,0.044,14522,1
26.26,51.76,1084,451,12870,19462,938.906,1.86,1.93,12.8,1.997,0.045,14523,1
26.36,50.95,1153,462,12864,19442,938.906,1.87,1.94,12.85,2.004,0.045,14524,1
26.46,50.22,1122,449,12863,19448,938.908,1.91,1.98,13.13,2.047,0.046,14525,1
26.54,49.69,1128,458,12861,19442,938.913,1.91,1.98,13.13,2.047,0.046,14526,1
26.6,49.28,1107,456,12866,19454,938.903,1.92,2,13.24,2.064,0.047,14527,1
26.65,48.91,1130,454,12858,19446,938.904,1.94,2.01,13.33,2.079,0.047,14528,1
26.69,48.63,1141,472,12862,19446,938.902,1.92,1.99,13.19,2.057,0.046,14529,1
26.74,48.45,1155,467,12854,19439,938.912,1.91,1.99,13.15,2.051,0.046,14530,1
26.75,48.23,1130,465,12866,19456,938.907,1.89,1.97,13.03,2.031,0.046,14531,1
26.81,48.08,1122,465,12860,19442,938.91,1.9,1.98,13.09,2.041,0.046,14532,1
26.83,47.99,1155,477,12857,19444,938.915,1.89,1.96,13,2.027,0.046,14533,1
26.87,47.86,1130,458,12857,19448,938.921,1.89,1.97,13.03,2.032,0.046,14534,1
26.9,47.76,1130,469,12860,19450,938.908,1.88,1.96,12.96,2.021,0.046,14535,1
26.91,47.69,1120,467,12858,19454,938.905,1.88,1.96,12.96,2.022,0.046,14536,1
26.95,47.57,1134,461,12855,19446,938.891,1.88,1.95,12.95,2.019,0.046,14537,1
26.98,47.48,1109,461,12865,19444,938.892,1.88,1.95,12.92,2.015,0.046,14538,1
26.98,47.44,1164,461,12854,19442,938.889,1.87,1.94,12.88,2.008,0.045,14539,1
27.02,47.39,1155,466,12860,19443,938.887,1.87,1.94,12.88,2.009,0.045,14540,1
27.04,47.33,1149,461,12862,19440,938.886,1.85,1.93,12.76,1.99,0.045,14541,1
27.04,47.25,1161,472,12864,19441,938.889,1.87,1.95,12.89,2.01,0.045,14542,1
27.08,47.16,1122,457,12862,19444,938.898,1.89,1.96,13,2.027,0.046,14543,1
27.09,47.14,1136,469,12864,19449,938.897,1.91,1.99,13.18,2.055,0.046,14544,1
27.11,47.08,1134,457,12869,19451,938.902,1.95,2.02,13.4,2.09,0.047,14545,1
27.12,47.09,1101,461,12863,19451,938.906,1.99,2.07,13.73,2.141,0.048,14546,1
27.15,47.01,1149,458,12866,19455,938.905,2,2.07,13.74,2.143,0.048,14547,1
27.14,47.05,1145,463,12856,19446,938.903,2.01,2.09,13.85,2.16,0.049,14548,1
27.16,46.99,1130,460,12866,19448,938.896,2.02,2.1,13.89,2.166,0.049,14549,1
27.18,46.95,1122,467,12859,19442,938.902,2.02,2.1,13.91,2.168,0.049,14550,1
26.02,46.91,1214,495,12845,19427,938.892,2.06,2.14,14.18,2.211,0.05,14551,1
25.61,47.65,1207,502,12847,19424,938.897,2.12,2.2,14.56,2.271,0.051,14552,1
25.41,48.55,1212,494,12846,19430,938.897,2.13,2.22,14.69,2.291,0.052,14553,1
25.28,49.27,1218,489,12850,19432,938.897,2.16,2.24,14.85,2.316,0.052,14554,1
25.22,49.95,1195,488,12852,19441,938.889,2.17,2.26,14.94,2.33,0.053,14555,1
25.14,50.41,1163,470,12856,19440,938.9,2.2,2.28,15.12,2.358,0.053,14556,1
25.06,50.86,1163,483,12856,19440,938.895,2.2,2.28,15.11,2.357,0.053,14557,1
24.99,51.19,1149,483,12863,19441,938.891,2.19,2.27,15.06,2.349,0.053,14558,1
24.96,51.48,1151,470,12857,19438,938.881,2.18,2.26,14.99,2.338,0.053,14559,1
24.93,51.74,1187,480,12857,19436,938.884,2.17,2.26,14.97,2.334,0.053,14560,1
24.87,51.93,1161,483,12854,19434,938.882,2.16,2.24,14.87,2.318,0.052,14561,1
24.86,52.14,1151,478,12854,19448,938.89,2.15,2.24,14.83,2.312,0.052,14562,1
24.79,52.29,1141,473,12858,19445,938.897,2.11,2.2,14.56,2.27,0.051,14563,1
24.79,52.41,1147,479,12857,19442,938.897,2.1,2.18,14.44,2.252,0.051,14564,1
24.76,52.52,1143,471,12855,19443,938.899,2.07,2.15,14.27,2.226,0.05,14565,1
24.71,52.61,1136,473,12862,19443,938.901,2.05,2.13,14.14,2.205,0.05,14566,1
24.68,52.68,1132,463,12862,19447,938.899,1.98,2.06,13.66,2.13,0.048,14567,1
24.68,52.79,1122,458,12865,19448,938.892,1.95,2.03,13.43,2.094,0.047,14568,1
24.65,52.88,1140,460,12863,19449,938.88,1.9,1.97,13.05,2.035,0.046,14569,1
24.62,52.96,1111,465,12853,19445,938.892,1.86,1.93,12.8,1.995,0.045,14570,1
24.61,53.05,1115,477,12857,19455,938.889,1.79,1.86,12.3,1.919,0.043,14571,1
24.57,53.06,1147,470,12862,19451,938.891,1.75,1.82,12.07,1.882,0.043,14572,1
24.57,53.14,1140,477,12861,19449,938.875,1.71,1.78,11.77,1.835,0.041,14573,1
24.55,53.13,1140,480,12859,19450,938.883,1.68,1.75,11.59,1.807,0.041,14574,1
24.55,53.21,1128,472,12858,19447,938.888,1.67,1.73,11.47,1.789,0.04,14575,1
24.54,53.3,1161,477,12856,19438,938.887,1.67,1.73,11.46,1.787,0.04,14576,1
24.51,53.33,1138,467,12858,19440,938.888,1.65,1.72,11.39,1.776,0.04,14577,1
24.49,53.38,1109,468,12866,19448,938.893,1.67,1.73,11.49,1.792,0.04,14578,1
24.49,53.39,1170,471,12855,19447,938.893,1.7,1.76,11.68,1.821,0.041,14579,1
24.47,53.42,1172,465,12854,19439,938.889,1.77,1.83,12.15,1.895,0.043,14580,1
25.71,53.51,1059,440,12871,19457,938.89,1.8,1.87,12.42,1.937,0.044,14581,1
26.08,52.74,1090,448,12877,19463,938.891,1.84,1.91,12.65,1.972,0.045,14582,1
26.23,51.77,1086,447,12872,19458,938.89,1.82,1.89,12.55,1.956,0.044,14583,1
26.37,50.96,1107,453,12870,19462,938.892,1.77,1.84,12.19,1.901,0.043,14584,1
26.46,50.27,1115,453,12863,19448,938.887,1.76,1.83,12.11,1.889,0.043,14585,1
26.53,49.71,1151,458,12861,19454,938.886,1.74,1.8,11.94,1.862,0.042,14586,1
26.58,49.29,1094,456,12865,19453,938.891,1.74,1.81,11.96,1.865,0.042,14587,1
26.65,48.92,1065,449,12871,19454,938.893,1.74,1.8,11.95,1.864,0.042,14588,1
26.69,48.65,1097,448,12864,19446,938.885,1.78,1.84,12.22,1.906,0.043,14589,1
26.71,48.4,1101,448,12873,19456,938.881,1.86,1.93,12.79,1.995,0.045,14590,1
26.78,48.27,1130,456,12866,19450,938.885,1.89,1.96,12.98,2.025,0.046,14591,1
26.83,48.08,1086,447,12869,19471,938.892,1.91,1.98,13.14,2.048,0.046,14592,1
26.84,47.96,1084,450,12871,19453,938.899,1.91,1.98,13.13,2.047,0.046,14593,1
26.87,47.9,1113,452,12864,19451,938.885,1.9,1.98,13.09,2.041,0.046,14594,1
26.92,47.71,1101,467,12865,19453,938.889,1.89,1.96,13,2.026,0.046,14595,1
26.94,47.67,1126,463,12860,19452,938.882,1.9,1.98,13.1,2.043,0.046,14596,1
26.94,47.58,1090,460,12870,19458,938.874,1.88,1.95,12.94,2.018,0.046,14597,1
26.96,47.49,1097,454,12866,19457,938.873,1.86,1.94,12.82,1.999,0.045,14598,1
27.01,47.43,1084,455,12861,19446,938.874,1.85,1.92,12.71,1.982,0.045,14599,1
27.02,47.37,1105,460,12867,19464,938.878,1.85,1.93,12.76,1.99,0.045,14600,1
27.04,47.27,1111,472,12858,19449,938.885,1.87,1.94,12.86,2.005,0.045,14601,1
27.04,47.28,1080,447,12864,19459,938.888,1.87,1.95,12.9,2.012,0.045,14602,1
27.06,47.18,1076,445,12864,19449,938.882,1.95,2.03,13.45,2.097,0.047,14603,1
27.09,47.16,1080,446,12867,19454,938.873,1.97,2.04,13.55,2.112,0.048,14604,1
27.11,47.13,1126,463,12861,19445,938.866,2.01,2.09,13.84,2.159,0.049,14605,1
27.14,47.11,1086,467,12863,19451,938.871,2.02,2.1,13.92,2.17,0.049,14606,1
27.12,47.05,1155,463,12859,19448,938.878,2.03,2.11,14,2.183,0.049,14607,1
27.15,47,1111,445,12869,19458,938.881,2.02,2.1,13.88,2.164,0.049,14608,1
27.14,47.01,1140,470,12861,19448,938.88,1.96,2.04,13.51,2.107,0.048,14609,1
27.16,46.96,1107,464,12863,19455,938.872,1.96,2.03,13.48,2.102,0.047,14610,1
26.02,46.94,1212,486,12850,19425,938.869,1.96,2.04,13.52,2.109,0.048,14611,1
25.6,47.66,1201,490,12848,19432,938.878,1.98,2.06,13.64,2.127,0.048,14612,1
25.4,48.53,1164,477,12847,19436,938.882,1.97,2.05,13.55,2.113,0.048,14613,1
25.27,49.33,1201,488,12851,19432,938.878,1.96,2.03,13.47,2.101,0.047,14614,1
25.22,50,1216,487,12852,19429,938.878,1.96,2.03,13.47,2.101,0.047,14615,1
25.12,50.49,1170,479,12852,19446,938.881,1.97,2.05,13.55,2.113,0.048,14616,1
25.07,50.91,1163,481,12854,19432,938.878,1.95,2.03,13.44,2.095,0.047,14617,1
24.99,51.25,1176,481,12855,19435,938.888,1.9,1.98,13.08,2.04,0.046,14618,1
24.95,51.48,1136,467,12852,19450,938.888,1.87,1.94,12.86,2.006,0.045,14619,1
24.89,51.79,1201,483,12854,19436,938.871,1.8,1.87,12.36,1.928,0.044,14620,1
24.85,51.99,1140,466,12855,19436,938.875,1.78,1.85,12.26,1.912,0.043,14621,1
24.83,52.15,1172,485,12853,19433,938.873,1.73,1.8,11.9,1.856,0.042,14622,1
24.79,52.31,1168,465,12855,19438,938.864,1.71,1.78,11.78,1.837,0.041,14623,1
24.76,52.45,1191,474,12861,19444,938.877,1.68,1.74,11.55,1.801,0.041,14624,1
